elbow_angle_left,elbow_angle_right,shoulder_angle_left,shoulder_angle_right,head_pitch,head_yaw,mouth_open_ratio,wrist_face_distance,shoulder_distance,phone_detected,label
122.48357076505616,126.99677718293,96.62410862512809,90.46096221061305,-4.31746802482467,-2.1187984101135164,0.004429593208834562,0.48925925411551885,0.2990092420884132,0.0,Attentive
119.30867849414408,124.62316841456385,99.2774066464224,95.6980749461025,-0.15601744469541987,-2.2670705419192703,0.0068453458313110505,0.3611159518814899,0.2848904921887321,0.0,Attentive
123.23844269050346,120.29815184960087,96.0379003950002,97.93197233289177,0.09008436022223293,-8.978215863150075,0.005289699082128775,0.48573728249444725,0.29482875127639013,0.0,Attentive
127.61514928204012,116.76531611147213,98.46019235180479,109.43843828670096,2.3631517292170283,-1.6504509585071863,0.007260020906294311,0.43831379710741375,0.321441951825531,0.0,Attentive
118.82923312638331,123.49111656806795,90.53192666523107,102.78276562266879,-6.834291816404132,3.664145409108725,0.008929248446444056,0.48537288554321906,0.3383356996509154,0.0,Attentive
118.8293152152541,121.96742692710875,101.06646853686469,93.32259215450054,2.962836369236653,-6.371160595383976,0.014185772431656921,0.48884658461774144,0.31711461992590717,0.0,Attentive
127.89606407753696,124.47596610013866,100.00602737681112,102.43018144708819,-13.521958158013875,5.242413255252963,0.008394204806471487,0.5303957530559579,0.30305169625415307,0.0,Attentive
123.83717364576455,123.17585900840984,95.91455684465905,92.26348005530818,-3.149422761819052,2.4388741054216907,0.0020718714661520365,0.5176726823810601,0.3449403531091328,0.0,Attentive
117.65262807032524,125.24776357659667,103.29622834216202,105.41345526943536,-2.4413692122577233,-3.6711666098551894,0.015700339232475803,0.5173285831305148,0.29061490580845434,0.0,Attentive
122.71280021792982,117.32382394219717,104.6878506881328,97.6443767409106,3.1666341303561922,-0.7076481866892371,0.005814549331924802,0.5221835159583119,0.3309275801510072,0.0,Attentive
117.68291153593769,126.58697032817163,91.96220067815513,99.53181905630414,0.1131542633843457,7.991609038205166,0.009706397864476857,0.4645689492407973,0.29135811604946166,0.0,Attentive
117.67135123214871,120.987998023462,96.18637610716893,106.62898323771095,-7.027815269281433,3.6677390675293293,0.012232682534703557,0.451609254351842,0.31293068874032676,0.0,Attentive
121.20981135783018,130.37630436312634,96.1542882510635,93.56418215707875,-4.924965629085076,0.04391827449073908,0.010998052092013915,0.49364085415891673,0.29659312305628643,0.0,Attentive
110.43359877671101,116.55406090955216,95.30048449445567,93.01440907443504,0.9934000477370344,-1.1884165848049215,0.015470897737607379,0.48660404757165115,0.2983244345204157,0.0,Attentive
111.37541083743484,128.67981901582624,104.14737420965874,97.08200336826998,-0.3953367093227814,0.38304535225829806,0.012395015716963794,0.434546688163087,0.2886784044761337,0.0,Attentive
117.18856235379513,120.98955391731324,99.03086930613598,105.19189425509659,-2.8956205481787323,-2.558817789711517,0.00569345210151446,0.4702411704404134,0.3403456209354208,0.0,Attentive
114.93584439832789,116.74290998192775,98.67742579344694,92.4032696226158,-2.4041689475598966,-10.523747528595074,0.02089281086995831,0.4482451766607703,0.27801221885674393,0.0,Attentive
121.57123666297637,117.58057082972839,89.98068817796623,85.83922200944716,3.480839985796445,10.210889552673654,0.010971667316691167,0.4073033545769972,0.27779303242353875,0.0,Attentive
115.45987962239394,118.3982634590284,103.17709015104613,97.744205707955,-2.588462864346073,0.7766249959970073,0.009263298866892469,0.5145230370688175,0.3636298069753533,0.0,Attentive
112.93848149332354,122.12082973200958,93.80370802573263,102.7587039995546,-0.44045622014536645,1.9907363256126855,0.014819627115277855,0.4527599621265045,0.3293354269396299,0.0,Attentive
127.32824384460777,122.6141774401775,100.29966315133164,106.00130874869414,10.849682940402714,-0.2895387493845436,0.011247254729650361,0.5524354128849426,0.2284465890392089,0.0,Attentive
118.87111849756732,117.13149998030711,101.38688468979096,97.68419318957301,-7.118413184419615,-3.67558400362294,0.011996140964696636,0.36872538649000836,0.28304223782368787,0.0,Attentive
120.33764102343962,119.87822703869509,106.80329297919326,97.94286696441999,-9.259213657873293,-0.9296224047438537,0.022460919993003432,0.4221610613578317,0.24564031987313836,0.0,Attentive
112.87625906893271,130.71135179305932,93.45589800440445,105.76950367127874,3.9179483239930333,-7.996973810971556,0.008624392858724766,0.4516319418345436,0.27147927919754233,0.0,Attentive
117.27808637737408,128.63771585050355,84.90243922089587,90.65129150152289,-3.393215306470516,11.385432490266522,0.008411195529913021,0.5068690548814457,0.2058445600129788,0.0,Attentive
120.55461294854933,122.18161834837016,100.91924772376848,98.05739612408496,-1.5911876387131012,-6.17255999211198,0.01058289256006232,0.46997346863010925,0.2958903126691817,0.0,Attentive
114.24503211288848,120.190017390841,109.00255590755427,100.95211944962529,-3.905781890655571,-5.159831419235897,0.015357579677905193,0.4655236377090376,0.26574174542516066,0.0,Attentive
121.87849009172837,120.60015663359131,106.19473176469718,102.24609360642518,-1.2990007038375626,-2.201296021932002,0.0024673298490480045,0.39363681037229264,0.30179715770389315,0.0,Attentive
116.99680655040598,123.06758986365209,101.04829707637313,97.45096653404559,7.992690560481707,6.4403786242618875,0.00017222054261747423,0.3921529301385264,0.25124636223352426,0.0,Attentive
118.54153125103362,114.88603717400797,97.54181907183977,100.1722050585292,4.010642293090597,0.07254499631327069,0.007064423646899262,0.46612523301449527,0.3024873555951612,0.0,Attentive
116.99146693885301,118.71311731288327,104.03561298318655,87.55836323293505,4.311117559434885,-6.180678980152312,0.0018303852047035635,0.3817947003090821,0.2875525116563902,0.0,Attentive
129.26139092254468,111.65707963061206,95.13226900147765,96.70875793833076,-7.081135278963227,6.271691803786697,0.007875843262371809,0.42340611248553356,0.3450585889556579,0.0,Attentive
119.93251387631032,121.99611561302639,102.38178884678109,102.26754356277233,-5.755768682764346,3.6550031339274067,0.012512498480646452,0.47504586645429286,0.34234070585236875,0.0,Attentive
114.71144535522049,123.2359796985137,102.52735079583313,95.0885298287266,-14.195393297427135,2.692174786082262,0.005546255682238682,0.40088378638616123,0.32356036809030847,0.0,Attentive
124.11272456051594,117.58406768850313,105.30104953749439,100.29492110794799,-4.04690410541377,3.578671205854202,0.002865867116093288,0.5302677981180903,0.2902015865801636,0.0,Attentive
